type,topic,source,title,body,tag,payload
quiz,Interview Prep,llm,"Quiz: Bloom filter guarantees","Which error can a Bloom filter make?","Advanced Structures","{""options"": [""False negatives only"", ""False positives only"", ""Both"", ""Neither""], ""correct"": ""False positives only"", ""explain"": ""Other items' hashes can coincidentally set all of a query's bits — a false positive. But an inserted item's bits are never cleared, so a negative answer is always certain.""}"
fact,Interview Prep,llm,"Skip lists","A skip list is a sorted linked list with probabilistic express lanes: each node is promoted to higher levels by coin flips, letting searches skip long stretches. Expected O(log n) search, insert, and delete — a randomized alternative to balanced trees.","Advanced Structures",
fact,Interview Prep,llm,"Why they exist","Skip lists match red-black tree performance with far simpler code — no rotations — and lock more gracefully under concurrency. Redis sorted sets famously use one. The concept-level takeaway: probabilistic layering can substitute for careful balancing.","Advanced Structures",
fact,Interview Prep,llm,"Search path intuition","Searching starts at the top-left, moving right until the next node overshoots, then dropping a level — like an express train downgrading to local as it nears the stop. Halving expectations per level yields the O(log n) bound.","Advanced Structures",
quiz,Interview Prep,llm,"Quiz: Skip list levels","What determines how many levels a skip list node occupies?","Advanced Structures","{""options"": [""Its key value"", ""Random coin flips at insertion"", ""Its insertion order"", ""The list's current height""], ""correct"": ""Random coin flips at insertion"", ""explain"": ""Each node promotes to the next level with probability one half, repeatedly. The randomness maintains balanced express lanes in expectation with zero rebalancing logic.""}"
fact,Interview Prep,llm,"Interval trees and friends","An interval tree stores intervals for O(log n plus k) queries like which intervals overlap this point. Awareness level: know it exists so my calendar could use an interval tree lands correctly in design discussions — coding it is out of scope.","Advanced Structures",
fact,Interview Prep,llm,"Sweep line as the substitute","Most interview interval problems skip fancy trees: convert intervals to plus-one start and minus-one end EVENTS, sort them, and sweep while tracking a running count. Max concurrent meetings is the running count's peak.","Advanced Structures",
fact,Interview Prep,llm,"Calendar booking ladder","My Calendar I books if no overlap — a sorted map of start times works. Calendar II allows double but not triple booking. Calendar III asks the max overlap — the sweep count in a sorted map of deltas. The ladder is a favorite escalation sequence.","Advanced Structures",
quiz,Interview Prep,llm,"Quiz: Max concurrent intervals","Using the sweep line technique, how do you compute the maximum number of overlapping intervals?","Advanced Structures","{""options"": [""Sort by end time and count"", ""Track a running sum over sorted plus-one and minus-one events, taking its peak"", ""Merge all intervals first"", ""Binary search each interval""], ""correct"": ""Track a running sum over sorted plus-one and minus-one events, taking its peak"", ""explain"": ""Each start adds one active interval and each end removes one; sorting the events and scanning makes the running sum the live overlap count, and its maximum is the answer.""}"
fact,Interview Prep,llm,"O(1) insert, delete, getRandom","RandomizedSet pairs a dynamic array with a hash map of value to index. Insert appends and records the index; getRandom picks a random array slot; delete swaps the target with the LAST element, updates the swapped element's map entry, and pops.","Advanced Structures",
fact,Interview Prep,llm,"The swap-with-last trick","Arrays delete from the middle in O(n) but from the END in O(1). Swapping the victim to the back converts any deletion into a tail pop — order is sacrificed, which this structure never promised. That reframe is the entire question.","Advanced Structures",
fact,Interview Prep,llm,"Why both structures","The map alone cannot do getRandom — no O(1) way to pick a uniformly random key. The array alone cannot do O(1) delete by value — no way to find it. Each covers the other's weakness; explaining that pairing logic IS the interview answer.","Advanced Structures",
quiz,Interview Prep,llm,"Quiz: O(1) delete from array","How does RandomizedSet delete an arbitrary value from its array in O(1)?","Advanced Structures","{""options"": [""Shifts all later elements left"", ""Swaps it with the last element and pops"", ""Marks it as a tombstone"", ""Rebuilds the array""], ""correct"": ""Swaps it with the last element and pops"", ""explain"": ""The hash map locates the value's index instantly; swapping with the tail makes removal a pop. Just remember to update the moved element's index in the map.""}"
fact,Interview Prep,llm,"Design-a-structure questions","Design a hit counter, a time-based key-value store, a snapshot array: these test composing primitives — maps, lists, heaps, binary search — under stated complexity targets. Start from the required operations and their target costs, then pick parts.","Advanced Structures",
fact,Interview Prep,llm,"Time-based key-value store","TimeMap stores per key a list of (timestamp, value) pairs appended in increasing time order — so get(key, t) is a binary search for the rightmost timestamp at most t. Sorted-by-construction plus binary search is the recurring recipe.","Advanced Structures",
fact,Interview Prep,llm,"Hit counter trade-offs","A 5-minute hit counter: a queue of timestamps popped when stale is simple but memory scales with hits; a 300-slot circular buffer of per-second counts caps memory and trades exactness granularity. Presenting both with the trade-off is the complete answer.","Advanced Structures",
quiz,Interview Prep,llm,"Quiz: TimeMap retrieval","In a time-based key-value store, get(key, timestamp) returns the value at the largest time at most the query. Which technique finds it?","Advanced Structures","{""options"": [""Hash lookup by exact timestamp"", ""Binary search over that key's time-ordered list"", ""A max-heap of timestamps"", ""Linear scan from the front""], ""correct"": ""Binary search over that key's time-ordered list"", ""explain"": ""Writes arrive in increasing time order, so each key's list is sorted for free — a rightmost-at-most binary search answers get in O(log n).""}"
fact,Interview Prep,llm,"The simple three","Bubble sort swaps adjacent inversions repeatedly; selection sort pulls the minimum into place each round; insertion sort slides each element back into the sorted prefix. All O(n squared) — you know them to discuss, almost never to use.","Sorting",
fact,Interview Prep,llm,"Insertion sort's niche","Insertion sort earns its keep on nearly-sorted or tiny inputs: it runs in O(n + inversions), degrading gracefully. That is why production sorts like Timsort hand small runs to insertion sort — a great trivia beat when discussing built-ins.","Sorting",
fact,Interview Prep,llm,"Know the properties table","For each simple sort, know three attributes: complexity, stability, and in-place. Bubble and insertion are stable and in-place; selection is in-place but NOT stable in its common form. These attribute questions are cheap interview points.","Sorting",
quiz,Interview Prep,llm,"Quiz: Nearly sorted input","Which O(n squared) sort runs in nearly linear time when the input is almost sorted?","Sorting","{""options"": [""Selection sort"", ""Insertion sort"", ""Bubble sort with no optimization"", ""None of them""], ""correct"": ""Insertion sort"", ""explain"": ""Insertion sort's work is proportional to the number of inversions, so an almost-sorted array needs only a few short slides — O(n + inversions).""}"
